id,title,thumbnail,price,brand,gtin,brand_std,gtin_std,title_std,title_std_lemma,price_std,cluster
MCO1100245995,Ticket Rollo X 3000 Tickets 00- 99,http://http2.mlstatic.com/D_697602-MCO42753927611_072020-I.jpg,39900,Kingpower,,kingpower,[],ticket rollo x 3000 tickets 00 99,ticket rollo x 3000 tickets 00 99,39900.0,81
MCO1199208421,Impulsor Cerca Eléctrica Ultra 15km 9hectarea 110vac Ua15   ,http://http2.mlstatic.com/D_702773-MCO31125031369_062019-I.jpg,273000,Ultra,,ultra,[],impulsor cerca eléctrica ultra 15km 9hectarea 110vac ua15,impulsor cerca eléctrico ultra 15 km 9hectarea 110vac ua15,273000.0,81
MCO1200043301,Planta Cerca Electrica Para Ganado 75km ,http://http2.mlstatic.com/D_739987-MCO74838851435_032024-I.jpg,150150,JR CERCA ELECTRICA,,jr cerca eléctrica,[],planta cerca electrica ganado 75km,plantar cerca electrico ganado 75 km,150150.0,81
MCO1210294500,Impulsor Cerca Electrica Para Ganado M. Jr 200km,http://http2.mlstatic.com/D_756488-MCO74839097109_032024-I.jpg,237500,JR CERCA ELECTRICA,,jr cerca eléctrica,[],impulsor cerca electrica ganado m jr 200km,impulsor cerca electrico ganado m jr 200 km,237500.0,81
MCO1231606153,"Manija Metálica Para Cabinas, Rack, Muebles, Bafles",http://http2.mlstatic.com/D_610796-MCO46726923337_072021-I.jpg,22000,,,,[],manija metálica cabinas rack muebles bafles,manija metálico cabina rack muebl bafl,22000.0,81
MCO1243685441,Scanner Rastreador De Señal Camaras Microfonos Gps,http://http2.mlstatic.com/D_967147-MCO48081930460_102021-I.jpg,249900,K-18,,k-18,[],scanner rastreador señal camaras microfonos gps,scanner rastreador señal camara microfono gps,249900.0,81
MCO1295172421,"Tarjeta Repuesto Impulsor Cerca Eléctrica 100km, 200km, 300k",http://http2.mlstatic.com/D_776118-MCO69718701687_052023-I.jpg,119900,El Guascazo,,el guascazo,[],tarjeta repuesto impulsor cerca eléctrica 100km 200km 300k,tarjeta repuesto impulsor cerca eléctrico 100 km 200 km 300k,119900.0,81
MCO1295754824,Batería Lipo Turnigy 11.1 V 3s 5000mah 20c Xt60 Nueva,http://http2.mlstatic.com/D_804335-MCO80734053029_112024-I.jpg,239640,Turnigy,7630049200050,turnigy,['7630049200050'],batería lipo turnigy 11 1 v 3s 5000mah 20c xt60 nueva,batería lipo turnigy 11 1 v 3s 5000mah 20c xt60 nuevo,239640.0,81
MCO1317151933,"Caja Misteriosa, Está Caja Contiene Artículos De Electrónica",http://http2.mlstatic.com/D_921316-MCO48764041881_012022-I.jpg,100000,,,,[],caja misteriosa está caja contiene artículos electrónica,caja misterioso estar caja contener artículo electrónico,100000.0,81
MCO1319215253,Aislador Para Cerca Pera Inicio Fin Ec  X 100 Uds Amarillo,http://http2.mlstatic.com/D_612789-MCO70607636211_072023-I.jpg,79000,Luxury,7707314156920,luxury,['7707314156920'],aislador cerca pera inicio fin ec x 100 uds amarillo,aislador cerca pera inicio fin ec x 100 uds amarillo,79000.0,81
MCO1343522603,Interruptor Switch Para Cerca Eléctrica X 1 Pcs,http://http2.mlstatic.com/D_770090-MCO78557272172_082024-I.jpg,18900,Luxury,7707314156920,luxury,['7707314156920'],interruptor switch cerca eléctrica x 1 pcs,interruptor switch cerca eléctrico x 1 pcs,18900.0,81
MCO1352616157,Soporte De Pared Tp-link Deco X20,http://http2.mlstatic.com/D_948595-MCO49175730442_022022-I.jpg,32000,TR3SDEVARIEDADES,,tr3sdevariedades,[],soporte pared tp link deco x20,soporte pared tp link deco x20,32000.0,81
MCO1377579197,Cable Coaxial Terminal Rg6 X 15 Unidades Intemperie Conector,http://http2.mlstatic.com/D_653013-MCO51739051884_092022-I.jpg,17900,coaxial,,coaxial,[],cable coaxial terminal rg6 x 15 unidades intemperie conector,cable coaxial terminal rg6 x 15 unidad intemperie conector,17900.0,81
MCO1381688447,Interruptor Switch Para Cerca Eléctrica X 6 Unds,http://http2.mlstatic.com/D_888736-MCO78557491852_082024-I.jpg,99700,Luxury,7707314156920,luxury,['7707314156920'],interruptor switch cerca eléctrica x 6 unds,interruptor switch cerca eléctrico x 6 unds,99700.0,81
MCO1410562283,Tensor Metálico Para Cerca Eléctrica De 500m X 25 Unidades,http://http2.mlstatic.com/D_754017-MCO71307479495_082023-I.jpg,103500,Luxury,7707314156920,luxury,['7707314156920'],tensor metálico cerca eléctrica 500m x 25 unidades,tensor metálico cerca eléctrico 500 m x 25 unidad,103500.0,17
MCO1423003071,Aislador Para Cerca Eléctrica Pera Inicio Fin  X 100 Pcs,http://http2.mlstatic.com/D_703704-MCO53316250146_012023-I.jpg,81000,luxury solar,7707314156920,luxury solar,['7707314156920'],aislador cerca eléctrica pera inicio fin x 100 pcs,aislador cerca eléctrico pera inicio fin x 100 pcs,81000.0,24
MCO1431876765,Aislador Para Cerca Eléctrica Pera Inicio Fin Ec X25 Pcs,http://http2.mlstatic.com/D_871795-MCO53316189837_012023-I.jpg,21300,Inti,,inti,[],aislador cerca eléctrica pera inicio fin ec x25 pcs,aislador cerca eléctrico pera inicio fin ec x25 pcs,21300.0,24
MCO1444993365,Puntas Para Sonda Pesca Electrica Repuesto,http://http2.mlstatic.com/D_902938-MCO53357610421_012023-I.jpg,17900,,,,[],puntas sonda pesca electrica repuesto,punta sonda pesca electrico repuesto,17900.0,9
MCO1453614683,Aislador Cerca Eléctrica Pivote Amarillo X 500 Unidades,http://http2.mlstatic.com/D_844315-MCO53448809137_012023-I.jpg,85990,Luxury,7707297410736,luxury,['7707297410736'],aislador cerca eléctrica pivote amarillo x 500 unidades,aislador cerca eléctrico pivote amarillo x 500 unidad,85990.0,81
MCO1472912681,Aislador Cerca Eléctrica Pivote Puntilla X 1000 Unids,http://http2.mlstatic.com/D_617541-MCO78825024860_092024-I.jpg,158000,Luxury,7707314156920,luxury,['7707314156920'],aislador cerca eléctrica pivote puntilla x 1000 unids,aislador cerca eléctrico pivote puntilla x 1000 unids,158000.0,81
MCO1485108381,Detector Camaras Espias Ocultas Microfonos Radiofrecuencia,http://http2.mlstatic.com/D_624060-MCO53757576726_022023-I.jpg,56904,MEGA CLICK,,mega click,[],detector camaras espias ocultas microfonos radiofrecuencia,detector camara espia oculto microfono radiofrecuenciar,56904.0,81
MCO1489690019,Varilla Polo Tierra Bañada En Cobre 1.50m + Conector X3 Unid,http://http2.mlstatic.com/D_836452-MCO71264620776_082023-I.jpg,108000,Copperwell,7707314156920,copperwell,['7707314156920'],varilla polo tierra bañada cobre 1 50m conector x3 unid,varilla polo tierra bañado cobre 1 50 m conector x3 unid,108000.0,81
MCO1493017450,Varilla Copperwell 1.20 Metros Con Baño De Cobre + Conector,http://http2.mlstatic.com/D_684239-MCO71306488711_082023-I.jpg,32000,Copperwell,7707314156920,copperwell,['7707314156920'],varilla copperwell 1 20 metros baño cobre conector,varilla copperwell 1 20 metro baño cobre conector,32000.0,81
MCO1497011722,Varilla Copperwell 1.20 Mts Baño De Cobre + Conector X5 Unds,http://http2.mlstatic.com/D_701781-MCO71658999931_092023-I.jpg,142500,Copperwell,7707314156920,copperwell,['7707314156920'],varilla copperwell 1 20 mts baño cobre conector x5 unds,varilla copperwell 1 20 mts baño cobre conector x5 unds,142500.0,81
MCO1507144719,Aislador Ovalado Para Cerca Electrica X 50 Unidades,http://http2.mlstatic.com/D_677177-MCO32544920409_102019-I.jpg,43600,DEL AGRO SOLUCIONES,,del agro soluciones,[],aislador ovalado cerca electrica x 50 unidades,aislador ovalado cerca electrico x 50 unidad,43600.0,81
MCO1511406055,Aislador Para Cerca Eléctrica W Amarillo X 50 Unidades,http://http2.mlstatic.com/D_944615-MCO54977115962_042023-I.jpg,47975,Agrofer,,agrofer,[],aislador cerca eléctrica w amarillo x 50 unidades,aislador cerca eléctrico w amarillo x 50 unidad,47975.0,81
MCO1513519345,Tensor Metálico 500mts X 10 Unidades + Llave Tensor,http://http2.mlstatic.com/D_737059-MCO69228276561_052023-I.jpg,49000,Luxury,7707314156920,luxury,['7707314156920'],tensor metálico 500mts x 10 unidades llave tensor,tensor metálico 500mts x 10 unidad llave tensor,49000.0,81
MCO1628962190,Varilla Copperwell 1.20 Mts Baño De Cobre + Conector X 3unds,http://http2.mlstatic.com/D_741832-MCO71306576765_082023-I.jpg,100000,Copperwell,7707314156920,copperwell,['7707314156920'],varilla copperwell 1 20 mts baño cobre conector x 3unds,varilla copperwell 1 20 mts baño cobre conector x 3unds,100000.0,81
MCO1643374738,Soporte Google Home Mini - Nest Mini Domótica,http://http2.mlstatic.com/D_848638-MCO54552066809_032023-O.jpg,37990,Supportlab,,supportlab,[],soporte google home mini nest mini domótica,soporte google homar mini nest mini domótico,37990.0,81
MCO1814603022,Aislador Cerca Eléctrica Poste Varilla 16mm  X 50 Unidades,http://http2.mlstatic.com/D_986372-MCO72242271457_102023-I.jpg,40100,Luxury,7707297410736,luxury,['7707297410736'],aislador cerca eléctrica poste varilla 16mm x 50 unidades,aislador cerca eléctrico poste varilla 16 mm x 50 unidad,40100.0,81
MCO1846197416,Aislador Cerca Eléctrica Poste Varilla 16mm  X 117 Unidades,http://http2.mlstatic.com/D_986372-MCO72242271457_102023-I.jpg,89900,Luxury,7707297410736,luxury,['7707297410736'],aislador cerca eléctrica poste varilla 16mm x 117 unidades,aislador cerca eléctrico poste varilla 16 mm x 117 unidad,89900.0,81
MCO1905249410,Interruptor Pulsador Lujo Luz Rojo 16mm Metálico 110vac,http://http2.mlstatic.com/D_769529-MCO79029758939_092024-I.jpg,12900,Luxury,7707314156920,luxury,['7707314156920'],interruptor pulsador lujo luz rojo 16mm metálico 110vac,interruptor pulsador lujo luz rojo 16 mm metálico 110vac,12900.0,81
MCO1911738280,Impulsor Cerca Electrica Dual Para Ganado 300km /30 Juli/12v,http://http2.mlstatic.com/D_795299-MCO73913281082_012024-I.jpg,708000,THE RAY DRIVEN,,the ray driven,[],impulsor cerca electrica dual ganado 300km 30 juli 12v,impulsor cerca electrico dual ganado 300 km 30 juli 12v,708000.0,39
MCO1934100606,Kit Panel Solar Bluetooth Radio Fm Linterna + Bombillo,http://http2.mlstatic.com/D_849701-MCO75109305621_032024-I.jpg,69700,Greatnice,,greatnice,[],kit panel solar bluetooth radio fm linterna bombillo,kit panel solar bluetooth radio fm linterna bombillo,69700.0,81
MCO1951730934,Plc Fx3u 24mt,http://http2.mlstatic.com/D_918392-MCO75507244734_042024-I.jpg,265000,,,,[],plc fx3u 24mt,plc fx3u 24mt,265000.0,81
MCO1988133464,Caimán Aislado Clip Cocodrilo 250a Juego De 10 Unidades,http://http2.mlstatic.com/D_721682-MCO75607742410_042024-I.jpg,85000,,,,[],caimán aislado clip cocodrilo 250a juego 10 unidades,caimán aislado clip cocodrilo 250a juego 10 unidad,85000.0,81
MCO2097331328,Voltímetro De Luces Para Cerca Eléctrica 15.000 Voltios,http://http2.mlstatic.com/D_896037-MCO78476424352_082024-I.jpg,95400,Super Fox,7707314156920,super fox,['7707314156920'],voltímetro luces cerca eléctrica 15 000 voltios,voltímetro luz cerca eléctrico 15 000 voltio,95400.0,81
MCO2134380904,Conector Coaxial Rg6 Compresión Marca Tmc Por 100 Unds,http://http2.mlstatic.com/D_965624-MCO81862417725_012025-I.jpg,62000,TMC,,tmc,[],conector coaxial rg6 compresión marca tmc por 100 unds,conector coaxial rg6 compresión marcar tmc por 100 unds,62000.0,81
MCO2151436928,Cinta Electro Plástica Cerca Eléctrica 12mm 200mts X 4 Unds,http://http2.mlstatic.com/D_753034-MCO54615164114_032023-I.jpg,296300,Luxury,7707314156920,luxury,['7707314156920'],cinta electro plástica cerca eléctrica 12mm 200mts x 4 unds,cinto electro plástico cerca eléctrico 12 mm 200mts x 4 unds,296300.0,81
MCO2154101940,Aislador Para Cerca Eléctrica Seguridad Yoyo X 50 Pcs ,http://http2.mlstatic.com/D_909164-MCO40895832554_022020-I.jpg,97800,Luxury,7707314157583,luxury,['7707314157583'],aislador cerca eléctrica seguridad yoyo x 50 pcs,aislador cerca eléctrico seguridad yoyo x 50 pcs,97800.0,81
MCO2154405746,Kit 10 Palas De Desmontaje Apertura Multifuncional Telefonos,http://http2.mlstatic.com/D_870363-MCO70520277769_072023-I.jpg,25000,Skulltrap Electronics,,skulltrap electronics,[],kit 10 palas desmontaje apertura multifuncional telefonos,kit 10 pala desmontaje apertura multifuncional telefono,25000.0,81
MCO2154430700, Exhibidor Giratorio Eléctrico Con Rotación De 360°,http://http2.mlstatic.com/D_615169-MCO73441335307_122023-I.jpg,78900,intelligent charging 360,,intelligent charging 360,[],exhibidor giratorio eléctrico rotación 360,exhibidor giratorio eléctrico rotación 360,78900.0,81
MCO2235648296,Impulsor Cerca Electrica Para Ganado 15km / 110 V Ac / 1.5ju,http://http2.mlstatic.com/D_836556-MCO73999808203_012024-I.jpg,249000,THE RAY DRIVEN,,the ray driven,[],impulsor cerca electrica ganado 15km 110 v ac 1 5ju,impulsor cerca electrico ganado 15 km 110 v ac 1 5ju,249000.0,81
MCO2332450388,Impulsor Cerca Electrica Dual Para Ganado 100km /10 Jul /12v,http://http2.mlstatic.com/D_795299-MCO73913281082_012024-I.jpg,598000,THE RAY DRIVEN,,the ray driven,[],impulsor cerca electrica dual ganado 100km 10 jul 12v,impulsor cerca electrico dual ganado 100 km 10 jul 12v,598000.0,81
MCO2602482608,Planta Cerca Eléctrica Solar 200km/ Panel + Bateria + Gabine,http://http2.mlstatic.com/D_826510-MCO73918421704_012024-I.jpg,1526000,THE RAY DRIVEN,,the ray driven,[],planta cerca eléctrica solar 200km panel bateria gabine,plantar cerca eléctrico solar 200 km panel baterio gabine,1526000.0,81
MCO2602778960,Cinta Electro Plástica Para Cerca Eléctrica 12mm 200mts Azul,http://http2.mlstatic.com/D_995479-MLA74310099373_012024-I.jpg,90000,Luxury,,luxury,[],cinta electro plástica cerca eléctrica 12mm 200mts azul,cinto electro plástico cerca eléctrico 12 mm 200mts azul,90000.0,81
MCO2655605900,Palanca De Sujeción Perilla Rosca M8,http://http2.mlstatic.com/D_917816-MCO77873151087_072024-I.jpg,15000,Genérica,,generico,[],palanca sujeción perilla rosca m8,palanco sujeción perilla roscar m8,15000.0,81
MCO2669583654,Varilla Aluminizadas 1 Metro Para Cerca Eléctrica,http://http2.mlstatic.com/D_667243-MCO80136598586_112024-I.jpg,45000,The ray deriven,,the ray deriven,[],varilla aluminizadas 1 metro cerca eléctrica,varilla aluminizada 1 metro cerca eléctrico,45000.0,-1
MCO2681749376,Pintura De Plata Alta Conductividad Electrica. 1 Cc,http://http2.mlstatic.com/D_840917-MLA48272030616_112021-I.jpg,54400,Voltec,,voltec,[],pintura plata alta conductividad electrica 1 cc,pintura plata alto conductividad electrico 1 cc,54400.0,-1
MCO2758357106,Desviador De Rayos Para Cerca Eléctrica 1 Electrodo X 1 Pcs,http://http2.mlstatic.com/D_825018-MCO78999660141_092024-I.jpg,10900,Luxury,7707314156920,luxury,['7707314156920'],desviador rayos cerca eléctrica 1 electrodo x 1 pcs,desviador rayo cerca eléctrico 1 electrodo x 1 pcs,10900.0,81
MCO445087886,Batería Sellada Agm Libre Mantenimiento 12 Volts 7 Amperios,http://http2.mlstatic.com/D_675470-MCO31066815246_062019-I.jpg,84000,Magna,7707314156920,magna,['7707314156920'],batería sellada agm libre mantenimiento 12 volts 7 amperios,batería sellado agm libre mantenimiento 12 volt 7 amperio,84000.0,45
MCO445374694,Aislador Para Cerca Eléctrica Pera Inicio Fin Lv X 10 Pcs,http://http2.mlstatic.com/D_700101-MCO40890858273_022020-I.jpg,19900,Lhaura,7707314156920,lhaura,['7707314156920'],aislador cerca eléctrica pera inicio fin lv x 10 pcs,aislador cerca eléctrico pera inicio fin lv x 10 pcs,19900.0,81
MCO445609318,Aislador Para Cerca Eléctrica Manigueta Reforzada X 20unds,http://http2.mlstatic.com/D_943255-MCO79350866217_092024-I.jpg,102900,Luxury,7707314156920,luxury,['7707314156920'],aislador cerca eléctrica manigueta reforzada x 20unds,aislador cerca eléctrico manigueta reforzado x 20unds,102900.0,81
MCO445832937,Aislador Para Cerca Eléctrica Pera Inicio Fin Ec  X 10 Unds,http://http2.mlstatic.com/D_954317-MCO43441681405_092020-I.jpg,10000,Luxury,7707314156920,luxury,['7707314156920'],aislador cerca eléctrica pera inicio fin ec x 10 unds,aislador cerca eléctrico pera inicio fin ec x 10 unds,10000.0,81
MCO446120499,Control  Roseta Facil De Instalar,http://http2.mlstatic.com/D_937515-MCO79207497085_092024-I.jpg,60000,,,,[],control roseta facil instalar,control roseta facil instalar,60000.0,81
MCO446145075,Cuchilla Doble Tiro Para Protección De Cerca Eléctrica X1pcs,http://http2.mlstatic.com/D_862016-MCO44231499209_122020-I.jpg,21000,Luxury,7707314156920,luxury,['7707314156920'],cuchilla doble tiro protección cerca eléctrica x1pcs,cuchilla doble tiro protección cerca eléctrico x1pcs,21000.0,81
MCO446375861,Cnc Maquina Láser Espejo 15mm Co2 Thk 3mm Molibdeno X 3 Unds,http://http2.mlstatic.com/D_840333-MCO40255880279_122019-I.jpg,81000,Cnc Maquina Láser Espejo,7707314156920,cnc maquina laser espejo,['7707314156920'],cnc maquina láser espejo 15mm co2 thk 3mm molibdeno x 3 unds,cnc maquín láser espejo 15 mm co2 thk 3 mm molibdeno x 3 unds,81000.0,81
MCO446900604,Temporizador Timer Programable Digital Retie,http://http2.mlstatic.com/D_732102-MCO75346184529_032024-I.jpg,69900,Excelite,0716132009445,excelite,['0716132009445'],temporizador timer programable digital retie,temporizador timer programable digital retie,69900.0,81
MCO446974886,26650 Genuina Mxjo Bateria Pila 3.7v 3500mah 35a 60a Vape,http://http2.mlstatic.com/D_663718-MCO31063591905_062019-I.jpg,87000,Mxjo,001598000007,mxjo,['001598000007'],26650 genuina mxjo bateria pila 3 7v 3500mah 35a 60a vape,26650 genuín mxjo baterio pilar 3 7v 3500mah 35a 60a vape,87000.0,81
MCO447197268,Mxjo Imr 18650 Verde Bateria Alto Dren. Recargab 3.7v 3500,http://http2.mlstatic.com/D_650930-MCO73531959706_122023-I.jpg,78000,,000256700006,,['000256700006'],mxjo imr 18650 verde bateria alto dren recargab 3 7v 3500,mxjo imr 18650 verde baterio alto drir recargab 3 7v 3500,78000.0,-1
MCO447590080,Aislador Para Cerca Eléctrica Pera Inicio Fin Ec X 50 Pcs,http://http2.mlstatic.com/D_783099-MCO53602816979_022023-I.jpg,40100,Luxury,7707314156920,luxury,['7707314156920'],aislador cerca eléctrica pera inicio fin ec x 50 pcs,aislador cerca eléctrico pera inicio fin ec x 50 pcs,40100.0,81
MCO447726897,Panel Solar 10w Policristalino ( 18 V - 0.556 A ) Psp10w.,http://http2.mlstatic.com/D_898433-MCO31126128950_062019-I.jpg,90000,Solar Plus,7707314156920,solar plus,['7707314156920'],panel solar 10w policristalino 18 v 0 556 psp10w,panel solar 10w policristalino 18 v 0 556 psp10w,90000.0,81
MCO447762335,Controladora De Vuelo Omnibus-bec F4 V2 Pro,http://http2.mlstatic.com/D_643653-MCO28899157093_122018-I.jpg,170000,,,,[],controladora vuelo omnibus bec f4 v2 pro,controladora vuelo omnibus bec f4 v2 pro,170000.0,81
MCO447764054,Interruptor Pulsador De Lujo Luz Rojo 16mm Metálico 110vac,http://http2.mlstatic.com/D_632432-MCO31039025603_062019-I.jpg,12900,Inti,7707314156920,inti,['7707314156920'],interruptor pulsador lujo luz rojo 16mm metálico 110vac,interruptor pulsador lujo luz rojo 16 mm metálico 110vac,12900.0,81
MCO447831752,Cnc Maquina Láser Lente 20mm Co2 Longitud Focal 63.5mm Cn ,http://http2.mlstatic.com/D_686367-MCO31098849927_062019-I.jpg,78900,Cnc láser,,cnc laser,[],cnc maquina láser lente 20mm co2 longitud focal 63 5mm cn,cnc maquín láser lente 20 mm co2 longitud focal 63 5 mm cn,78900.0,20
MCO447837387,Limpiador De Gafas Y Pantallas Concentrado 320 Ml (por Dos),http://http2.mlstatic.com/D_623451-MCO43303228716_082020-I.jpg,36000,Ingeniería Colombiana,,ingenieria colombiana,[],limpiador gafas pantallas concentrado 320 ml por dos,limpiador gafa pantalla concentrado 320 ml por dos,36000.0,-1
MCO447908839,Sensor De Movimiento Para Roseta ,http://http2.mlstatic.com/D_784319-MCO29889603660_042019-I.jpg,33900,Lmg,,lmg,[],sensor movimiento roseta,sensor movimiento rosetir,33900.0,81
MCO448846995,Fuente Centralizada De 9 Canales 12 V 10 Amperios ,http://http2.mlstatic.com/D_685233-MCO73371124602_122023-I.jpg,90000,Wgingenieria,,wgingenieria,[],fuente centralizada 9 canales 12 v 10 amperios,fuente centralizado 9 canal 12 v 10 amperio,90000.0,19
MCO448948092,Swich Interuptor De Paso Para Lampara ,http://http2.mlstatic.com/D_969735-MCO45784333599_052021-I.jpg,9999,LMG,,lmg,[],swich interuptor paso lampara,swich interuptor paso lampar,9999.0,81
MCO448963086,Tablero Caja Monofasica De 6 Circuitos  ,http://http2.mlstatic.com/D_899449-MCO31668277940_082019-I.jpg,79900,Modever,7707015368813,modever,['7707015368813'],tablero caja monofasica 6 circuitos,tablero cajar monofasico 6 circuito,79900.0,81
MCO449083825,"Impulsor Cerca Eléctrica Solar  Ganado  60 Kms, 12v. Y 120v.",http://http2.mlstatic.com/D_737068-MCO53899777835_022023-I.jpg,290000,"Power Electronic,s",,"power electronic,s",[],impulsor cerca eléctrica solar ganado 60 kms 12v 120v,impulsor cerca eléctrico solar ganado 60 kms 12v 120v,290000.0,81
MCO449086758,Lavadero Plastico 60x45 Alta Calidad Resistencia Colorblanco,http://http2.mlstatic.com/D_888242-MCO77707271746_072024-I.jpg,169600,Alpha,7707015333767,alpha,['7707015333767'],lavadero plastico 60x45 alta calidad resistencia colorblanco,lavadero plastico 60x45 alto calidad resistencia colorblanco,169600.0,81
MCO449088941,Tercera Mano Con Lupa Y Portacautin Base Cautin 60mm  ,http://http2.mlstatic.com/D_871790-MCO32308139271_092019-I.jpg,49000,,,,[],tercera mano lupa portacautin base cautin 60mm,tercero mano lupar portacautin base cautin 60 mm,49000.0,81
MCO449090265,Extractor Ventilador Industrial 8  Metalico,http://http2.mlstatic.com/D_793561-MCO32511952570_102019-I.jpg,239900,Alpha,,alpha,[],extractor ventilador industrial 8 metalico,extractor ventilador industrial 8 metalico,239900.0,81
MCO449253179,Interruptor Potreros Tnt Para Cerca Eléctrica,http://http2.mlstatic.com/D_753439-MCO32545249884_102019-I.jpg,19000,TNT Electronics,,tnt electronics,[],interruptor potreros tnt cerca eléctrica,interruptor potrero tnt cerca eléctrico,19000.0,81
MCO449393177,Tensor Pequeño Galvanizado En Calor Para Cerca Eléctrica,http://http2.mlstatic.com/D_609972-MCO32546003267_102019-I.jpg,43600,DEL AGRO SOLUCIONES,,del agro soluciones,[],tensor pequeño galvanizado calor cerca eléctrica,tensor pequeño galvanizado calor cerca eléctrico,43600.0,81
MCO449528433,Dispensador De Alambre Para Cerca Eléctrica,http://http2.mlstatic.com/D_670435-MCO32558020198_102019-I.jpg,300000,DEL AGRO SOLUCIONES,,del agro soluciones,[],dispensador alambre cerca eléctrica,dispensador alambre cerca eléctrico,300000.0,81
MCO449531258,Cuchilla Doble Tiro Tnt Para Cerca Eléctrica,http://http2.mlstatic.com/D_758252-MCO32558048083_102019-I.jpg,25000,TNT Electronics,,tnt electronics,[],cuchilla doble tiro tnt cerca eléctrica,cuchilla doble tiro tnt cerca eléctrico,25000.0,81
MCO449531303,Voltimetro Digital Tnt Para Cerca Eléctrica,http://http2.mlstatic.com/D_617548-MCO32558119292_102019-I.jpg,141800,TNT Electronics,,tnt electronics,[],voltimetro digital tnt cerca eléctrica,voltimetro digital tnt cerca eléctrico,141800.0,81
MCO449732780,Bomba De Agua Solar Sumergible 12 Voltios 70 Metros,http://http2.mlstatic.com/D_826664-MCO32734528284_112019-I.jpg,789000,SP-12,7707314156920,sp-12,['7707314156920'],bomba agua solar sumergible 12 voltios 70 metros,bomba agua solar sumergible 12 voltio 70 metro,789000.0,81
MCO449778130,Protector  Para Lavadora 110v Supresor Sobrevoltage Tension,http://http2.mlstatic.com/D_723665-MCO32932947963_112019-I.jpg,79999,Powest,,powest,[],protector lavadora 110v supresor sobrevoltage tension,protector lavadoro 110v supresor sobrevoltage tension,79999.0,81
MCO449778564,Garmin Vivosmart Hr Cargador Cable Pulsera Entrega Inmediata,http://http2.mlstatic.com/D_724891-MCO33058730137_122019-I.jpg,45800,Garmin,,garmin,[],garmin vivosmart hr cargador cable pulsera entrega inmediata,garmin vivosmart hr cargador cable pulsero entrega inmediato,45800.0,81
MCO449780441,Temporizador Programable Mecánico Timer,http://http2.mlstatic.com/D_924979-MCO75534767598_042024-I.jpg,34900,Excelite,7161320012043,excelite,['7161320012043'],temporizador programable mecánico timer,temporizador programable mecánico timer,34900.0,81
MCO450004145,Manguera Tina Bomba Lavadora Haceb ,http://http2.mlstatic.com/D_858530-MCO53183808083_012023-I.jpg,16000,Haceb,,haceb,[],manguera tina bomba lavadora haceb,manguera tín bomba lavadoro haceb,16000.0,81
MCO450082116,Capacitor Doble 15mfd Y 30mfd Para Lavadora ,http://http2.mlstatic.com/D_830393-MCO42670474222_072020-I.jpg,26000,Genérica,,generico,[],capacitor doble 15mfd 30mfd lavadora,capacitor doble 15mfd 30mfd lavadoro,26000.0,81
MCO450088601,Comparador De Caratula Digital De 0 A 12.7mm  0.01mm ,http://http2.mlstatic.com/D_900974-MCO72629806566_112023-I.jpg,110000,Dial,,dial,[],comparador caratula digital 0 12 7mm 0 01mm,comparador caratular digital 0 12 7 mm 0 01 mm,110000.0,81
MCO450426952,Soporte Para Soldar Ayudante De Soldadura Graduable,http://http2.mlstatic.com/D_676891-MCO40543433764_012020-I.jpg,54000,,,,[],soporte soldar ayudante soldadura graduable,soporte soldar ayudante soldadurar graduable,54000.0,81
MCO450829362,Toma Rj45 Cat 6 Sencilla Para Sobreponer Incluye 1 Jack Amp ,http://http2.mlstatic.com/D_905108-MCO77712303143_072024-I.jpg,24999,Alpha,7707015376993,alpha,['7707015376993'],toma rj45 cat 6 sencilla sobreponer incluye 1 jack amp,tomar rj45 cat 6 sencillo sobreponer incluir 1 jack amp,24999.0,81
MCO450891877,Válvula De Servicio Abre Lata Refrigerante ,http://http2.mlstatic.com/D_771952-MCO74402678828_022024-I.jpg,15000,Válvula Canogas,,valvula canogas,[],válvula servicio abre lata refrigerante,válvular servicio abrir lata refrigerante,15000.0,81
MCO450893452,Controlador De Temperatura Pid Rex C100 Pirómetro 400ºc,http://http2.mlstatic.com/D_771576-MCO75949402148_052024-I.jpg,108700,RKC,,rkc,[],controlador temperatura pid rex c100 pirómetro 400 c,controlador temperatura pid rex c100 pirómetro 400 c,108700.0,-1
MCO450939180,Convertidor Europeo Redondo A Plano Siliconado,http://http2.mlstatic.com/D_851971-MCO42420340554_062020-I.jpg,15000,,,,[],convertidor europeo redondo plano siliconado,convertidor europeo redondo plano siliconado,15000.0,-1
MCO451080251,Aislador Para Cinta Y Cordón Eléctrico Amarillo X 40 Und,http://http2.mlstatic.com/D_613464-MCO44495042046_012021-O.jpg,30500,Del Agro,,del agro,[],aislador cinta cordón eléctrico amarillo x 40 und,aislador cinto cordón eléctrico amarillo x 40 und,30500.0,81
MCO451547624,Extractor De Olores Aire Recinto Cerrado No Requiere Ducto,http://http2.mlstatic.com/D_764866-MCO41727301906_052020-I.jpg,329999,ALPHA SUMIFER,7707179460507,alpha sumifer,['7707179460507'],extractor olores aire recinto cerrado no requiere ducto,extractor olores aire recinto cerrado no requerir ducto,329999.0,81
MCO451654697,Turnero Digital,http://http2.mlstatic.com/D_635056-MCO42753850215_072020-I.jpg,399000,TURNERO,,turnero,[],turnero digital,turnero digital,399000.0,81
